track,artist,popularity,artist_popularity,artist_followers,duration_min,is_explicit,release_year,genre,album_tracks,hit_flag
Greetings from Califournia,The Neighbourhood,56,83,21606569,4.06,0,2015,Other,11,0
The Beach,The Neighbourhood,76,83,21591569,4.25,0,2015,Other,11,1
Wiped Out!,The Neighbourhood,57,83,21598900,6.22,0,2015,Other,11,0
Cry Baby,The Neighbourhood,76,83,21591569,3.91,0,2015,Other,11,1
Daddy Issues,The Neighbourhood,84,83,21606569,4.33,0,2015,Other,11,1
Ferrari,The Neighbourhood,55,83,21606569,3.06,0,2015,Other,11,0
Baby Came Home 2 / Valentines,The Neighbourhood,74,83,21591569,6.5,0,2015,Other,11,1
Cake By The Ocean,DNCE,1,66,4592239,3.64,1,2015,Other,4,0
Waltzing on Rooftops and Cobblestones,Austin Wintory,32,48,55551,4.85,0,2015,soundtrack,36,0
She's Kinda Hot,5 Seconds of Summer,64,76,10246609,3.6,0,2015,Other,17,0
Heartburn,Wafia,0,55,173156,3.44,0,2015,Other,1,0
I’m So Sorry,Imagine Dragons,50,85,58370582,3.83,0,2015,Other,22,0
7 Years,Lukas Graham,0,69,2946958,3.95,0,2015,dansk pop,1,0
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,67,56,370154,3.82,1,2015,Other,1,0
American Money,BØRNS,65,65,1373180,4.34,0,2015,Other,11,0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,66,63,690311,3.0,0,2015,Other,14,0
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,79,63,690380,3.0,0,2015,Other,14,1
Hundred Miles,YALL,1,47,45865,2.87,0,2015,Other,1,0
Six Billion,Nothing But Thieves,40,63,1325468,3.78,0,2015,Other,16,0
Cool for the Summer,Demi Lovato,58,77,27288825,3.57,1,2015,Other,15,0
Electric Love,BØRNS,79,65,1373229,3.63,0,2015,Other,11,1
Middle,DJ Snake,0,77,9277034,3.67,0,2015,Other,1,0
Rebel Girl,Bikini Kill,54,47,612260,2.62,0,2015,riot grrrl,19,0
Same Old Love,Selena Gomez,0,81,53263844,3.81,0,2015,Other,11,0
Same Old Love,Selena Gomez,70,81,53260584,3.81,0,2015,Other,16,1
Good For You,Selena Gomez,68,81,53267200,3.68,0,2015,Other,14,0
Hands To Myself,Selena Gomez,66,81,53260584,3.34,0,2015,Other,16,0
Kill Em With Kindness,Selena Gomez,61,81,53263844,3.63,0,2015,Other,16,0
Beautiful Stranger,Toby Keith,43,70,3013521,4.28,0,2015,country,10,0
Locked Away (feat. Adam Levine),R. City,80,63,226373,3.79,0,2015,Other,14,1
Heroes (we could be),Alesso,27,72,4034180,3.49,0,2015,edm,24,0
Right My Wrongs,Bryson Tiller,79,80,10564033,4.15,0,2015,trap soul,14,1
The Setup - GTA V Finale Version,Favored Nations,44,40,25569,3.42,0,2015,Other,18,0
Waiting For Love,Avicii,81,79,23434999,3.84,0,2015,edm,14,1
Don't,Bryson Tiller,83,80,10566213,3.3,1,2015,trap soul,14,1
Exchange,Bryson Tiller,78,80,10564033,3.24,1,2015,trap soul,14,1
Making Water,Harry Gregson-Williams,45,56,153173,2.63,0,2015,soundtrack,17,0
My Way (feat. Monty),Fetty Wap,68,70,5124577,3.55,1,2015,Other,20,0
It's That Talk Again,Broken Bells,43,52,623266,4.02,0,2015,Other,1,0
Sugar (feat. Francesco Yates),Robin Schulz,79,75,3275657,3.65,0,2015,tropical house,15,1
Trap Queen,Fetty Wap,63,70,5124204,3.7,1,2015,Other,21,0
Trap Queen,Fetty Wap,77,70,5124117,3.7,1,2015,Other,20,1
Jazz Suite No. 2 : 6. Waltz II,Dmitri Shostakovich,0,60,531897,3.76,0,2015,classical,50,0
Jumpman,Drake,69,95,103039388,3.43,1,2015,rap,11,0
God Knows I Tried,Lana Del Rey,58,88,51821190,4.67,0,2015,alternative pop,14,0
High By The Beach,Lana Del Rey,68,88,51773650,4.29,1,2015,alternative pop,14,0
Let It All Go,RHODES,56,53,145948,4.67,0,2015,Other,18,0
Music To Watch Boys To,Lana Del Rey,74,88,51821190,4.84,0,2015,alternative pop,14,1
Religion,Lana Del Rey,62,88,51773650,5.38,0,2015,alternative pop,14,0
Freak,Lana Del Rey,67,88,51798111,4.91,0,2015,alternative pop,14,0
Girls on Film,Mindless Self Indulgence,52,70,1617182,2.98,0,2015,Other,19,0
Swan Song,Lana Del Rey,57,88,51821190,5.39,0,2015,alternative pop,14,0
The Blackest Day,Lana Del Rey,67,88,51821190,6.09,0,2015,alternative pop,14,0
24,Lana Del Rey,56,88,51798111,4.93,0,2015,alternative pop,14,0
Art Deco,Lana Del Rey,78,88,51798111,4.91,0,2015,alternative pop,14,1
Runnin' (Lose It All),Naughty Boy,66,62,415464,3.55,0,2015,Other,1,0
Make Up Sex,SoMo,56,55,705196,3.71,0,2015,Other,9,0
Wanna Be That Song,Brett Eldredge,61,56,1494083,3.93,0,2015,country,12,0
Drunk on Your Love,Brett Eldredge,56,56,1494124,2.89,0,2015,country,12,0
Never Forget You,Zara Larsson,1,78,10915923,3.55,0,2015,Other,1,0
Peaceful Moments,Adam Skorupa,45,42,17023,5.16,0,2015,medieval,29,0
River Of Life,Pawel Blaszczak,43,43,18068,5.35,0,2015,medieval,29,0
A Tavern On The Riverbank,Adam Skorupa,46,42,17017,1.72,0,2015,medieval,47,0
Evening In The Tavern,Pawel Blaszczak,44,43,18068,0.95,0,2015,medieval,29,0
Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,76,89,41119579,5.35,1,2015,rap,16,1
Antidote,Travis Scott,71,89,41131037,4.37,1,2015,rap,16,1
Technicolour Beat,Oh Wonder,56,64,1093423,3.0,0,2015,Other,15,0
Tell Your Friends,The Weeknd,66,94,112995439,5.57,1,2015,r&b pop,14,0
The Hills,The Weeknd,86,94,112995439,4.03,1,2015,r&b pop,14,1
Colors,Halsey,58,80,22396044,4.15,0,2015,Other,16,0
Control,Halsey,70,80,22396044,3.57,0,2015,Other,16,1
Dark Times,The Weeknd,60,94,112995439,4.34,1,2015,r&b pop,14,0
Earned It (Fifty Shades Of Grey),The Weeknd,74,94,112995439,4.62,1,2015,r&b pop,14,1
Gasoline,Halsey,72,80,22392682,3.32,1,2015,Other,16,1
In The Night,The Weeknd,72,94,112995439,3.92,1,2015,r&b pop,14,1
Pierre,Ryn Weaver,52,44,222178,3.37,0,2015,Other,13,0
Prisoner,The Weeknd,65,93,112918137,4.58,1,2015,r&b pop,14,0
Real Life,The Weeknd,58,94,112995439,3.72,1,2015,r&b pop,14,0
Shameless,The Weeknd,66,93,112918137,4.22,1,2015,r&b pop,14,0
Space Song,Beach House,77,72,2803036,5.34,0,2015,dream pop,9,1
Acquainted,The Weeknd,73,94,113039308,5.81,1,2015,r&b pop,14,1
Angel,The Weeknd,61,93,112918137,6.28,1,2015,r&b pop,14,0
As You Are,The Weeknd,65,94,113039308,5.67,1,2015,r&b pop,14,0
Can't Feel My Face,The Weeknd,83,93,112918137,3.55,0,2015,r&b pop,14,1
Castle,Halsey,65,80,22394475,4.62,0,2015,Other,16,0
Losers,The Weeknd,58,93,112918137,4.68,1,2015,r&b pop,14,0
Main Title,John Paesano,48,47,52319,1.08,0,2015,soundtrack,15,0
Often,The Weeknd,80,93,112918137,4.15,1,2015,r&b pop,14,1
Lullaby Of Woe,Marcin Przybyłowicz,45,56,90200,2.5,0,2015,medieval,1,0
Kaer Morhen,Marcin Przybyłowicz,55,56,90176,2.58,0,2015,medieval,55,0
Kaer Morhen,Marcin Przybyłowicz,42,56,90075,2.58,0,2015,medieval,55,0
The Tree When We Sat Once,Mikolai Stroinski,51,52,23962,2.58,0,2015,medieval,55,0
The Vagabond,Marcin Przybyłowicz,52,56,90200,2.79,0,2015,medieval,55,0
Cloak And Dagger,Percival Schuttenbach,46,49,64618,2.76,0,2015,medieval,55,0
"Drink Up, There's More!",Percival Schuttenbach,45,48,64582,1.6,0,2015,medieval,55,0
Geralt Of Rivia,Marcin Przybyłowicz,52,56,90200,2.36,0,2015,medieval,55,0
A Story You Won't Believe,Marcin Przybyłowicz,48,56,90075,1.63,0,2015,medieval,55,0
After The Storm,Mikolai Stroinski,50,52,23962,1.51,0,2015,medieval,55,0
Another Round For Everyone,Marcin Przybyłowicz,43,56,90200,1.95,0,2015,medieval,55,0
Back On The Path,Marcin Przybyłowicz,46,56,90176,2.68,0,2015,medieval,55,0
Bonnie At Morn - Instrumental,Mikolai Stroinski,49,52,24092,2.46,0,2015,medieval,55,0
Spikeroog,Mikolai Stroinski,55,52,24104,3.09,0,2015,medieval,55,0
Wolven Storm - English,Marcin Przybyłowicz,49,56,90176,3.3,0,2015,medieval,1,0
"Yes, I Do...",Mikolai Stroinski,47,52,23962,1.55,0,2015,medieval,55,0
Piss,Death Plus,47,39,18370,4.02,1,2015,emo rap,6,0
One Call Away,Charlie Puth,52,79,25301942,3.2,0,2015,soft pop,1,0
Star Shopping,Lil Peep,82,82,15684530,2.36,1,2015,emo rap,1,1
Pacify Her,Melanie Martinez,73,75,22219090,3.66,0,2015,Other,16,1
Play Date,Melanie Martinez,73,75,22219090,2.99,1,2015,Other,16,1
Mad Hatter,Melanie Martinez,69,75,22219090,3.35,0,2015,Other,16,0
Mrs. Potato Head,Melanie Martinez,71,75,22220366,3.62,0,2015,Other,16,1
The Sound of Silence,Disturbed,76,74,7649250,4.14,0,2015,metal,13,1
Training Wheels,Melanie Martinez,67,75,22220366,3.42,1,2015,Other,16,0
Dollhouse,Melanie Martinez,72,75,22219090,3.86,0,2015,Other,16,1
Cake,Melanie Martinez,71,75,22219090,3.32,0,2015,Other,16,1
Complicated,Olivia O'Brien,42,60,2069542,3.15,0,2015,Other,1,0
DRUGS EXIST,HEALTH,30,57,321245,3.87,0,2015,noise rock,12,0
Fast,Luke Bryan,32,74,9407321,3.43,0,2015,country,13,0
STONEFIST,HEALTH,40,57,320700,3.4,0,2015,noise rock,12,0
Strip It Down,Luke Bryan,38,74,9407321,4.02,0,2015,country,13,0
Home Alone Tonight,Luke Bryan,56,74,9406293,3.17,0,2015,country,16,0
"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,37,74,9407321,4.64,0,2015,country,13,0
Kick The Dust Up,Luke Bryan,37,74,9406293,3.17,0,2015,country,13,0
Way down We Go,KALEO,62,70,2044434,3.65,0,2015,Other,1,0
Hotline Bling,Drake,0,95,103039388,4.45,0,2015,rap,1,0
Alien Blues,Vundabar,0,59,542026,2.6,0,2015,Other,10,0
Bamboo Moon,The Mutants,36,19,3230,3.13,0,2015,Other,12,0
Reality In Motion,Tame Impala,62,85,9517000,4.2,0,2015,neo-psychedelic,13,0
Let It Happen,Tame Impala,82,85,9523590,7.79,0,2015,neo-psychedelic,13,1
Nangs,Tame Impala,74,85,9523590,1.79,0,2015,neo-psychedelic,13,1
"New Person, Same Old Mistakes",Tame Impala,81,84,9509731,6.05,0,2015,neo-psychedelic,13,1
Eventually,Tame Impala,77,85,9523590,5.3,0,2015,neo-psychedelic,13,1
Fuck Up Some Commas,Future,64,88,22682234,3.95,1,2015,rap,19,0
How Deep Is Your Love,Calvin Harris,76,84,23078238,3.54,0,2015,edm,1,1
Yes I'm Changing,Tame Impala,75,85,9523590,4.51,1,2015,neo-psychedelic,13,1
The Less I Know The Better,Tame Impala,87,84,9509731,3.6,1,2015,neo-psychedelic,13,1
Swingin Party,Kindness,26,33,85324,3.97,0,2015,Other,16,0
Look Outside,Nat & Alex Wolff,20,35,67673,2.94,0,2015,Other,16,0
Lost It To Trying - Paper Towns Mix,Son Lux,38,49,340030,4.1,0,2015,Other,16,0
My Type - From the Paper Towns Soundtrack,Saint Motel,31,63,770400,3.43,0,2015,Other,16,0
Be Mine,Alice Boman,21,37,47757,3.45,0,2015,Other,16,0
Burning,The War On Drugs,0,58,1006099,5.77,0,2015,indie rock,16,0
Runaway (U & I) - Svidden & Jarly Remix; Paper Towns Soundtrack Version,Galantis,28,68,3469694,3.38,0,2015,Other,16,0
Search Party,Sam Bruno,32,35,12477,3.8,0,2015,Other,16,0
Shine,Olly Alexander (Years & Years),54,68,2041384,4.25,0,2015,Other,17,0
Falling,HAIM,0,65,1436277,4.33,0,2015,Other,16,0
Great Summer - Soundtrack Version Genre Alternative,Vance Joy,24,74,3482109,3.71,0,2015,folk pop,16,0
On & On,Cartoon,74,59,258422,3.45,0,2015,Other,1,1
Unsteady,X Ambassadors,73,69,3108097,3.22,0,2015,Other,20,1
Don't Be so Hard on Yourself,Jess Glynne,46,73,3164627,3.52,0,2015,Other,11,0
See You Again (feat. Charlie Puth),Wiz Khalifa,82,81,12075691,3.82,0,2015,rap,1,1
Star Shopping,Lil Peep,4,82,15695162,2.36,1,2015,emo rap,1,0
Locked Away (feat. Adam Levine),R. City,58,63,226501,3.78,0,2015,Other,1,0
679 (feat. Remy Boyz),Fetty Wap,75,70,5124577,3.27,1,2015,Other,1,1
Firestone,Kygo,3,76,8669911,4.56,0,2015,tropical house,1,0
Silk,Wolf Alice,56,65,857859,4.06,0,2015,indie,12,0
Roses,The Chainsmokers,80,80,21359561,3.77,0,2015,Other,1,1
It's Your Love,Tim McGraw,46,69,5042529,3.78,0,2015,country,36,0
Lush Life,Zara Larsson,2,77,10911229,3.35,0,2015,Other,1,0
Welcome to Jurassic World,Michael Giacchino,0,63,430076,2.14,0,2015,soundtrack,24,0
Balera De Mar,Opez,0,39,23473,3.58,0,2015,Other,11,0
Runaway (U & I),Galantis,76,68,3469806,3.78,0,2015,Other,13,1
idfc,blackbear,69,71,5067710,3.45,1,2015,Other,5,0
weak when ur around,blackbear,51,71,5067759,2.82,1,2015,Other,5,0
Lean On (feat. MØ & DJ Snake),Major Lazer,2,73,6301986,2.94,0,2015,moombahton,9,0
Want to Want Me,Jason Derulo,76,76,12460618,3.46,0,2015,Other,11,1
Which Witch,Florence + The Machine,60,77,7228235,4.32,0,2015,baroque pop,16,0
Make Up Your Mind,Florence + The Machine,53,77,7222118,4.02,0,2015,baroque pop,16,0
Marco in Venice,Peter Nashel,27,18,772,1.94,0,2015,medieval,24,0
Marco Polo Main Titles,Daniele Luppi,32,41,19900,1.57,0,2015,Other,24,0
Marco's Journey,Peter Nashel,28,18,772,2.32,0,2015,medieval,24,0
Heroes (we could be),Alesso,73,72,4034025,3.5,0,2015,edm,14,1
The Beautiful Steppe,Batzorig Vaanchig,32,16,21869,4.81,0,2015,Other,24,0
The Beige Stallion,Altan Urag,24,17,10611,4.59,0,2015,folk metal,24,0
Sugar,Maroon 5,70,85,45777722,3.92,1,2015,pop,20,1
Yeah Boy,Kelsea Ballerini,54,66,1337454,3.24,0,2015,country,12,0
Lost Stars,Adam Levine,56,71,1063656,4.46,0,2015,Other,16,0
Maps,Maroon 5,72,85,45764832,3.16,0,2015,pop,20,1
Maps,Maroon 5,55,85,45764832,3.16,0,2015,pop,16,0
Bad Blood,Taylor Swift,65,100,145396321,3.33,0,2015,country,1,0
Message Man,Twenty One Pilots,64,83,25762646,4.0,0,2015,Other,14,0
Doubt,Twenty One Pilots,77,83,25761380,3.19,0,2015,Other,14,1
Ride,Twenty One Pilots,82,83,25759662,3.57,0,2015,Other,14,1
Stressed Out,Twenty One Pilots,84,83,25761380,3.37,0,2015,Other,14,1
Goner,Twenty One Pilots,62,83,25762646,3.94,0,2015,Other,14,0
Heavydirtysoul,Twenty One Pilots,71,83,25759662,3.91,0,2015,Other,14,1
Lane Boy,Twenty One Pilots,65,83,25761380,4.21,0,2015,Other,14,0
Tear in My Heart,Twenty One Pilots,74,83,25759662,3.14,0,2015,Other,14,1
Enter The Healy,Gwendolyn Sanford,3,4,480,2.52,0,2015,Other,32,0
Floki Appears to Kill Athelstan,Trevor Morris,50,52,90530,3.18,0,2015,medieval,36,0
Elastic Heart,Sia,68,82,30541347,4.28,0,2015,Other,20,0
Elastic Heart - Piano Version,Sia,63,82,30550549,4.16,0,2015,Other,20,0
English Summer,Other Lives,33,45,120370,4.66,0,2015,Other,14,0
Tennessee Whiskey,Chris Stapleton,84,81,9020741,4.88,0,2015,country,14,1
Watch Me (Whip / Nae Nae),Silentó,65,48,221937,3.08,0,2015,Other,1,0
Believe,Mumford & Sons,0,73,6613930,3.68,0,2015,folk,12,0
Chandelier,Sia,70,82,30556621,3.6,0,2015,Other,20,1
Fortuna imperatrix mundi: Fortuna (Chorus),Carl Orff,24,50,76720,2.58,0,2015,classical,40,0
Hunter's Dream,SIE Sound Team,47,50,50328,3.58,0,2015,japanese vgm,25,0
Hunger,Ross Copperman,54,41,49248,3.42,0,2015,Other,1,0
I Found,Amber Run,74,58,562813,4.55,0,2015,Other,17,1
Synchronicity,Rising Appalachia,34,48,261123,4.14,0,2015,southern gothic,15,0
Imagination,Shawn Mendes,73,81,45710657,3.62,0,2015,Other,16,1
Stitches,Shawn Mendes,84,81,45700057,3.44,0,2015,Other,13,1
E0$-3:罪,Sawano Hiroyuki,34,65,728021,2.15,0,2015,anime,25,0
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,71,79,8973505,3.16,0,2015,Other,7,1
The Night We Met,Lord Huron,80,76,2166012,3.47,0,2015,Other,14,1
My House,Flo Rida,76,79,8971415,3.2,0,2015,Other,7,1
Opening,Superpoze,0,38,38848,4.71,0,2015,french indie pop,8,0
The Night We Met,Lord Huron,89,76,2166950,3.47,0,2015,Other,14,1
Secrets - Radio Edit,Tiësto,57,80,7978695,3.61,0,2015,edm,1,0
Fourth of July,Sufjan Stevens,78,70,2360290,4.65,0,2015,baroque pop,11,1
Bitch Better Have My Money,Rihanna,73,90,68997177,3.65,1,2015,pop,1,1
"Dancing In The Dark - From The Home"" Soundtrack""",Rihanna,64,90,68997177,3.71,0,2015,pop,8,0
Let It Go,James Bay,65,67,4106519,4.34,0,2015,Other,15,0
Hold Back The River,James Bay,64,67,4106365,3.97,0,2015,Other,15,0
Let It Go,James Bay,70,67,4106519,4.34,0,2015,Other,12,1
Stole the Show,Kygo,57,76,8670063,3.71,0,2015,tropical house,1,0
Prism,Pastel Ghost,46,63,939937,3.48,0,2015,witch house,10,0
Requiem for a Dream,Scott Benson Band,53,36,9166,4.95,0,2015,Other,9,0
See You Again (feat. Charlie Puth),Wiz Khalifa,2,81,12075691,3.82,0,2015,rap,1,0
Shadows,Pastel Ghost,65,63,940315,3.47,0,2015,witch house,10,0
Skeleton,Pastel Ghost,51,63,940315,4.0,0,2015,witch house,10,0
Lilacs,Pastel Ghost,58,63,939535,3.66,0,2015,witch house,10,0
"Ori, Lost In the Storm (feat. Aeralie Brighton)",Gareth Coker,50,52,59849,1.13,0,2015,soundtrack,32,0
Clouds,Pastel Ghost,0,63,940315,4.11,0,2015,witch house,10,0
Dark Beach,Pastel Ghost,3,63,939937,3.7,0,2015,witch house,10,0
To the Top,Twin Shadow,39,45,213895,3.28,0,2015,Other,11,0
Dreamin,PARTYNEXTDOOR,80,83,10115734,2.45,1,2015,dark r&b,2,1
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,49,63,690311,3.03,0,2015,Other,1,0
Goth,Sidewalks and Skeletons,76,62,457277,3.45,0,2015,witch house,14,1
Five More Hours,Deorro,65,64,1266989,3.53,0,2015,melbourne bounce,1,0
Ayo,Chris Brown,75,87,28305692,3.75,1,2015,r&b,16,1
Where Are Ü Now (with Justin Bieber),Jack Ü,76,59,1081127,4.17,0,2015,Other,10,1
I Don't Fuck With You,Big Sean,74,74,11543082,4.73,1,2015,Other,12,1
Meddle About,Chase Atlantic,0,79,10462018,3.39,0,2015,Other,5,0
Friends,Chase Atlantic,4,79,10465301,3.83,0,2015,Other,5,0
Friends,Chase Atlantic,83,79,10462018,3.83,0,2015,Other,5,1
The Knights' Theme,Jason Graves,0,33,14768,3.47,0,2015,soundtrack,21,0
idfc,blackbear,73,71,5067759,4.08,1,2015,Other,10,1
Ex's & Oh's,Elle King,75,63,670530,3.36,0,2015,Other,12,1
Energy,Drake,69,95,103039388,3.03,1,2015,rap,17,0
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,61,62,390914,2.13,0,2015,childrens music,24,0
Dance of the Druids (feat. Raya Yarbrough),Bear McCreary,53,59,241502,4.64,0,2015,celtic,13,0
Fallen Through Time,Bear McCreary,46,59,241463,5.63,0,2015,celtic,13,0
Stitches,Shawn Mendes,0,81,45700057,3.44,0,2015,Other,1,0
Castle Leoch,Bear McCreary,46,59,241463,2.97,0,2015,celtic,13,0
"Love Me Like You Do - From Fifty Shades Of Grey""""",Ellie Goulding,58,78,13212719,4.17,0,2015,Other,13,0
Manners Maketh Man,Henry Jackman,41,53,92288,1.63,0,2015,soundtrack,15,0
Melting,Kali Uchis,78,83,9469943,3.48,0,2015,Other,9,1
Worth It (feat. Kid Ink),Fifth Harmony,77,69,16220530,3.74,0,2015,Other,14,1
Blackheart,Two Steps from Hell,13,61,868224,4.44,0,2015,orchestral,23,0
FourFiveSeconds,Rihanna,76,90,69030894,3.13,0,2015,pop,1,1
Love Again,Rae Morris,46,41,71857,3.92,0,2015,art pop,12,0
Who I Thought You Were,Santigold,19,63,802820,3.81,0,2015,Other,12,0
War Of Hearts,Ruelle,70,61,648181,3.77,0,2015,Other,6,1
Third Day Of A Seven Day Binge,Marilyn Manson,51,71,4969994,4.44,0,2015,industrial metal,13,0
Cupid Carries A Gun,Marilyn Manson,43,71,4972305,4.98,1,2015,industrial metal,13,0
Odds Of Even,Marilyn Manson,34,71,4971141,6.38,0,2015,industrial metal,13,0
Tetris Theme,Video Game Players,43,48,71368,1.71,0,2015,Other,40,0
Centuries,Fall Out Boy,81,77,11415609,3.8,0,2015,emo,11,1
All About That Bass,Meghan Trainor,69,74,15743681,3.13,1,2015,Other,15,0
Uptown Funk (feat. Bruno Mars),Mark Ronson,83,74,1294408,4.49,0,2015,Other,11,1
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,72,73,15744271,3.75,0,2015,Other,15,1
Lips Are Movin,Meghan Trainor,64,73,15744271,3.04,0,2015,Other,15,0
Heartbeat Song,Kelly Clarkson,1,72,10961941,3.31,0,2015,christmas,1,0
Wait a Minute!,WILLOW,79,68,2980061,3.27,0,2015,Other,15,1
I Think I'm In Love,Kat Dahlia,65,48,327550,3.37,1,2015,Other,11,0
"Love Me Like You Do - From Fifty Shades Of Grey""""",Ellie Goulding,0,78,13211271,4.2,0,2015,Other,1,0
No Type,Rae Sremmurd,69,69,7767429,3.33,1,2015,Other,11,0
This Could Be Us,Rae Sremmurd,77,69,7767429,3.43,1,2015,Other,11,1
Come Get Her,Rae Sremmurd,71,69,7767068,3.54,1,2015,Other,11,1
So Far,Ólafur Arnalds,49,63,881054,4.53,0,2015,neoclassical,13,0
Stone Cold,Demi Lovato,62,77,27288825,3.18,0,2015,Other,11,0
Agents of S.H.I.E.L.D. Overture,Bear McCreary,37,59,241502,2.86,0,2015,celtic,18,0
Cool for the Summer,Demi Lovato,77,77,27288825,3.57,1,2015,Other,11,1
Die A Happy Man,Thomas Rhett,72,73,4984665,3.79,0,2015,country,13,1
How I'll Always Be,Tim McGraw,33,69,5042529,3.55,0,2015,country,14,0
Keep on Loving You,Cigarettes After Sex,3,84,17373704,3.88,0,2015,dream pop,2,0
T-Shirt,Thomas Rhett,62,73,4983771,3.79,0,2015,country,13,0
Ultimate,Denzel Curry,60,69,2858495,3.16,1,2015,Other,1,0
Meddle About,Chase Atlantic,77,79,10462018,3.39,0,2014,Other,1,1
Kool Kats,Kevin MacLeod,26,51,345078,3.34,0,2014,Other,21,0
"Earned It (Fifty Shades Of Grey) - From The Fifty Shades Of Grey"" Soundtrack""",The Weeknd,72,94,112995439,4.2,0,2014,r&b pop,1,1
The Night Is Still Young,Nicki Minaj,50,84,34295707,3.79,1,2014,Other,23,0
Boom Clap,Charli xcx,64,82,6315216,2.83,0,2014,hyperpop,15,0
Only,Nicki Minaj,63,84,34293318,5.2,1,2014,Other,19,0
The Night Is Still Young,Nicki Minaj,71,84,34293318,3.79,1,2014,Other,21,1
Wet Dreamz,J. Cole,80,82,27077429,3.98,1,2014,rap,13,1
No Role Modelz,J. Cole,85,82,27077429,4.87,1,2014,rap,13,1
Shut Up and Dance,WALK THE MOON,60,65,2239954,3.31,0,2014,Other,15,0
HDMI,BONES,69,71,1958141,2.32,1,2014,cloud rap,18,0
I Love You So,The Walters,87,69,1047913,2.67,0,2014,Other,1,1
Jealou$y (feat. Casey Veggies & Kossisko),The Neighbourhood,65,83,21591569,4.45,1,2014,Other,16,0
Lurk,The Neighbourhood,56,83,21606569,3.57,1,2014,Other,16,0
Dangerous (feat. YG),The Neighbourhood,53,83,21591569,3.6,1,2014,Other,16,0
Silver,The Neighbourhood,46,83,21598900,3.88,0,2014,Other,16,0
T$RL,The Neighbourhood,43,83,21591569,2.36,1,2014,Other,16,0
To,The Neighbourhood,46,83,21606569,2.4,1,2014,Other,16,0
U&I,The Neighbourhood,54,83,21614916,3.57,1,2014,Other,16,0
Unfair,The Neighbourhood,64,83,21591569,2.44,0,2014,Other,16,0
Kyo,Yaima,38,52,146628,4.73,0,2014,Other,10,0
Gajumaru,Yaima,56,52,146628,5.75,0,2014,Other,10,0
Drunk in Love (feat. JAY-Z),Beyoncé,74,84,41172203,5.39,1,2014,Other,20,1
Fireball (feat. John Ryan),Pitbull,79,84,11933906,3.93,0,2014,Other,11,1
The Penguins Of Madagascar,Lorne Balfe,20,56,95952,4.16,0,2014,soundtrack,19,0
Time of Our Lives,Pitbull,84,84,11939612,3.82,1,2014,Other,11,1
Up (feat. Demi Lovato),Olly Murs,64,62,3186602,3.73,0,2014,Other,25,0
XO,Beyoncé,67,84,41176723,3.59,0,2014,Other,20,0
Lose Yourself,Eminem,70,88,104539036,5.34,1,2014,rap,28,1
Haunted,Beyoncé,74,84,41172203,6.15,1,2014,Other,20,1
Partition,Beyoncé,71,84,41172203,5.32,1,2014,Other,20,1
Santa Tell Me,Ariana Grande,74,90,107389514,3.4,0,2014,pop,1,1
Jealous,Labrinth,71,73,3634221,4.79,0,2014,Other,4,1
Who Says,Selena Gomez & The Scene,46,67,10379778,3.25,0,2014,Other,15,0
Love You Like A Love Song,Selena Gomez & The Scene,54,67,10379778,3.14,0,2014,Other,15,0
Are You With Me,Lost Frequencies,52,75,3098824,2.3,0,2014,tropical house,43,0
Cornfield Chase,Hans Zimmer,0,77,4779199,2.11,0,2014,soundtrack,16,0
Day One,Hans Zimmer,0,77,4777574,3.32,0,2014,soundtrack,16,0
Mountains,Hans Zimmer,0,77,4779199,3.65,0,2014,soundtrack,16,0
No Time for Caution,Hans Zimmer,62,77,4780589,4.1,0,2014,soundtrack,30,0
Love Story - Version Orchestrale,Indila,64,69,2547411,4.96,0,2014,french pop,15,0
Night Changes,One Direction,86,83,40270893,3.77,0,2014,Other,16,1
Ainsi bas la vida,Indila,68,69,2545147,3.57,0,2014,french pop,15,0
Happy Idiot,TV On The Radio,60,55,688032,3.05,0,2014,indie rock,12,0
Dragon Age Inquisition Theme,Trevor Morris,0,52,90530,2.86,0,2014,medieval,39,0
She Keeps Me Up,Nickelback,1,78,7849274,3.96,0,2014,post-grunge,11,0
Steal My Girl,One Direction,82,83,40273571,3.8,0,2014,Other,16,1
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,51,59,3280085,3.77,1,2014,r&b,1,0
Francis Forever,Mitski,73,78,11034315,2.49,0,2014,Other,10,1
CoCo,O.T. Genasis,59,50,1100826,3.99,1,2014,Other,1,0
What I Did for Love (feat. Emeli Sandé),David Guetta,54,87,27141717,3.45,0,2014,edm,18,0
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,73,87,27141717,3.2,0,2014,edm,18,1
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,61,87,27139342,3.2,0,2014,edm,18,0
